scenario_id,seed_airport_icao,aircraft_lat,aircraft_lon,aircraft_type,aircraft_category,required_runway_m,emergency_type,max_range_km,airport_icao,airport_iata,airport_name,airport_city,airport_country,runway_length_m,runway_width_m,surface_type,approach_type,has_ils,has_medical,medical_level,has_rescue,rescue_category,has_firefighting,has_maintenance,fuel_available,open_24h,is_international,tower_available,weather_reporting,closure_status,restricted_status,unsafe_status,civil_military,slot_restricted,distance_km,runway_margin_m,feasible,feasibility_reason,baseline_score,target_rank,is_top_choice,split
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,EDDF,FRA,Frankfurt Main Airport,Frankfurt am Main,Germany,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,4379.438301,1817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,EHAM,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,3800,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,4727.534874,1617,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,LIRF,FCO,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,Italy,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,3752.114092,1719,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,KJFK,JFK,John F. Kennedy International Airport,New York,United States,4423,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,10566.289473,2240,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,KLAX,LAX,Los Angeles International Airport,Los Angeles,United States,3939,46,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,13364.955769,1756,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,KORD,ORD,Chicago O'Hare International Airport,Chicago,United States,3962,46,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,11320.195387,1779,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,KATL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,3776,46,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,11787.52928,1593,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,CYYZ,YYZ,Toronto Pearson International Airport,Toronto,Canada,3389,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,10714.387454,1206,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,CYVR,YVR,Vancouver International Airport,Vancouver,Canada,3505,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,11791.105368,1322,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,MMMX,MEX,Mexico City Benito Juárez International Airport,Mexico City,Mexico,3952,45,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,13930.471401,1769,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,SBGR,GRU,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,São Paulo,Brazil,3700,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,11391.900477,1517,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,SAEZ,EZE,Ezeiza International Airport - Ministro Pistarini,Buenos Aires (Ezeiza),Argentina,3300,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,12884.877323,1117,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,FAOR,JNB,O.R. Tambo International Airport,Johannesburg,South Africa,4418,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,5959.311023,2235,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,HECA,CAI,Cairo International Airport,Cairo,Egypt,4000,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1682.915693,1817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,HKJK,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,4117,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,3048.838668,1934,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,DGAA,ACC,Kotoka International Airport,Accra,Ghana,3403,61,asphalt,RNAV,0,0,none,1,basic,1,0,1,1,1,1,0,open,none,safe,civil,0,5451.248316,1220,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,GMMN,CMN,Mohammed V International Airport,Casablanca,Morocco,3720,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,5364.432451,1537,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,VIDP,DEL,Indira Gandhi International Airport,New Delhi,India,4430,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,3016.421923,2247,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,VABB,BOM,Chhatrapati Shivaji Maharaj International Airport,Mumbai,India,3509,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,2718.765592,1326,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,ZBAA,PEK,Beijing Capital International Airport,Beijing,China,3810,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,6605.640152,1627,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,ZSPD,PVG,Shanghai Pudong International Airport,Shanghai (Pudong),China,4000,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,7257.089888,1817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,RJTT,HND,Tokyo Haneda International Airport,Tokyo,Japan,3360,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,8697.360675,1177,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,RJAA,NRT,Narita International Airport,Narita,Japan,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,8738.910576,1817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,RKSI,ICN,Incheon International Airport,Seoul,"Korea, Republic of",4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,7498.304698,1817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,WSSS,SIN,Singapore Changi Airport,Singapore,Singapore,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,6615.426172,1817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,VTBS,BKK,Suvarnabhumi Airport,Bangkok,Thailand,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,5727.703301,1817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,WMKK,KUL,Kuala Lumpur International Airport,Sepang,Malaysia,4124,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,6318.658977,1941,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,YSSY,SYD,Sydney Kingsford Smith International Airport,Sydney (Mascot),Australia,3962,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,12721.751959,1779,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,YMML,MEL,Melbourne Airport,Melbourne,Australia,3657,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,12272.846861,1474,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,NZAA,AKL,Auckland International Airport,Auckland,New Zealand,3635,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,14879.113904,1452,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,BIKF,KEF,Keflavik International Airport,Reykjavík,Iceland,3065,60,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,joint,0,6613.852307,882,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,DAAG,ALG,Houari Boumediene Airport,Algiers,Algeria,3500,60,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,0,open,none,safe,civil,0,4385.503256,1317,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,DNAA,ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,3609,60,asphalt,RNAV,0,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,joint,0,4549.638272,1426,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,DNMM,LOS,Murtala Muhammed International Airport,Lagos,Nigeria,3900,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,5059.465687,1717,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,DRRN,NIM,Diori Hamani International Airport,Niamey,Niger,3200,30,asphalt,VOR,0,0,none,0,none,0,0,1,1,1,1,0,closed,restricted,caution,joint,0,4854.232691,1017,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,DTTA,TUN,Tunis Carthage International Airport,Tunis,Tunisia,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,3770.348129,1017,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,EFHK,HEL,Helsinki Vantaa Airport,Helsinki (Vantaa),Finland,3440,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,4357.459991,1257,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,EIDW,DUB,Dublin Airport,Dublin,Ireland,3110,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,5465.540055,927,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,ENGM,OSL,Oslo-Gardermoen International Airport,Oslo (Gardermoen),Norway,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,4858.238077,1417,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,ESSA,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,4539.167225,1118,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,FACT,CPT,Cape Town International Airport,Cape Town,South Africa,3201,61,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,7141.45329,1018,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,FMMI,TNR,Ivato International Airport,Antananarivo,Madagascar,3100,45,asphalt,VOR,0,0,none,0,none,0,0,1,1,1,1,0,open,none,caution,civil,0,4787.535833,917,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,HAAB,ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,3800,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,restricted,caution,joint,0,1914.251504,1617,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,HLLM,MJI,Mitiga International Airport,Tripoli,Libya,3400,45,asphalt,VOR,0,0,none,0,none,0,0,1,1,1,1,0,temporary_closed,military_restricted,unsafe,joint,0,3422.85369,1217,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,LGAV,ATH,Athens Eleftherios Venizelos International Airport,Spata-Artemida,Greece,4000,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,2666.838372,1817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,LPPT,LIS,Lisbon Humberto Delgado Airport,Lisbon,Portugal,3707,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,5480.807751,1524,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,LTAC,ESB,Esenboğa International Airport,Ankara,Türkiye,3750,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,joint,0,2202.506029,1567,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,LTFM,IST,İstanbul Airport,Istanbul,Türkiye,4100,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,0,open,none,safe,civil,0,2544.971068,1917,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,OIIE,IKA,Imam Khomeini International Airport,Tehran,"Iran, Islamic Republic of",4198,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,temporary_closed,restricted,caution,civil,0,1300.312855,2015,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,OIMM,MHD,Mashhad International Airport,Mashhad,"Iran, Islamic Republic of",3925,45,asphalt,VOR,0,0,none,1,basic,1,0,1,1,1,1,1,temporary_closed,restricted,safe,civil,0,1792.020031,1742,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,OJAI,AMM,Queen Alia International Airport,Amman,Jordan,3660,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1369.831362,1477,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,OLBA,BEY,Beirut Rafic Hariri International Airport,Beirut,Lebanon,3800,45,concrete,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,temporary_closed,none,caution,civil,0,1549.330522,1617,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,OOMS,MCT,Muscat International Airport,Muscat/Seeb,Oman,4080,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1137.975892,1897,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,OPKC,KHI,Jinnah International Airport,Karachi,Pakistan,3400,46,concrete,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,caution,civil,0,2027.04775,1217,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,OPLA,LHE,Allama Iqbal International Airport,Lahore,Pakistan,3360,46,concrete,RNAV,0,0,none,1,basic,1,0,1,1,1,1,1,open,none,caution,civil,0,2792.909925,1177,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,ORBI,BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,Iraq,4000,60,concrete,RNAV,0,0,none,0,none,0,0,1,1,1,1,1,open,military_restricted,unsafe,joint,0,1039.683369,1817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,ORER,EBL,Erbil International Airport,Arbil,Iraq,4800,75,concrete,VOR,0,0,none,0,none,0,0,1,1,1,1,0,temporary_closed,military_restricted,unsafe,joint,0,1365.963173,2617,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,RCTP,TPE,Taiwan Taoyuan International Airport,Taoyuan,"Taiwan, Province of China",3660,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,7385.614851,1477,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,RJCC,CTS,New Chitose Airport,Sapporo,Japan,3000,61,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,joint,0,8558.117023,817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,RPLL,MNL,Ninoy Aquino International Airport,Manila (Pasay),Philippines,3737,60,concrete,ILS,1,1,basic,1,basic,1,1,1,1,1,1,1,open,none,caution,civil,0,7746.261891,1554,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,UAAA,ALA,Almaty International Airport,Almaty,Kazakhstan,4500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,3454.90647,2317,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,UACC,NQZ,Nursultan Nazarbayev International Airport,Astana,Kazakhstan,3500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,3632.925125,1317,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,UKBB,KBP,Boryspil International Airport,Boryspil,Ukraine,4000,60,concrete,ILS,1,1,basic,1,basic,1,1,1,1,1,1,1,closed,military_restricted,caution,military,0,3219.956924,1817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,UKKK,IEV,Ihor Sikorsky Kyiv International Airport (Zhuliany),Kyiv,Ukraine,2310,45,concrete,VOR,0,0,none,0,none,0,0,1,1,1,1,1,closed,military_restricted,caution,civil,0,3241.998486,127,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,ULLI,LED,Pulkovo Airport,St. Petersburg,Russian Federation,3780,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,4163.093479,1597,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,UUEE,SVO,Sheremetyevo International Airport,Moscow,Russian Federation,3700,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,3614.460934,1517,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,VNKT,KTM,Tribhuvan International Airport,Kathmandu,Nepal,3350,45,asphalt,VOR,0,0,none,0,none,0,0,1,1,1,1,1,open,none,caution,civil,0,3827.574962,1167,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,ZKPY,FNJ,Pyongyang Sunan International Airport,Pyongyang,"Korea, Democratic People's Republic of",3502,70,concrete,VOR,0,0,none,0,none,0,0,1,1,1,1,0,open,military_restricted,unsafe,joint,0,7386.7228,1319,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,EGCC,MAN,Manchester Airport,Manchester,United Kingdom,3048,46,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,5209.794296,865,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,LCLK,LCA,Larnaca International Airport,Larnaca,Cyprus,2987,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,1755.917414,804,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,GAGO,GAQ,Gao Airport,Gao,Mali,2400,45,asphalt,VOR,0,0,none,1,none,0,0,0,0,0,0,0,temporary_closed,military_restricted,unsafe,military,0,4972.018647,217,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,UOOO,NSK,Norilsk Alykel Airport,Norilsk,Russian Federation,2800,45,concrete,VOR,0,0,none,1,basic,1,0,1,0,0,1,0,open,restricted,caution,joint,0,5663.137384,617,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,DNKN,KAN,Mallam Aminu Kano International Airport,Kano,Nigeria,3200,46,asphalt,RNAV,0,0,none,1,basic,1,0,1,0,0,1,1,open,none,safe,joint,0,4279.7541,1017,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,HKIS,ILU,Isiolo Airport,Isiolo,Kenya,1524,30,asphalt,VOR,0,0,none,1,none,0,0,0,0,0,0,0,closed,none,caution,civil,0,2850.423287,-659,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,HELX,LXR,Luxor International Airport,Luxor,Egypt,3000,45,asphalt,RNAV,0,0,none,1,basic,1,0,1,0,0,1,1,open,none,safe,joint,0,1459.597348,817,0,Rejected: unreachable (> 858.0 km),,,0,train
S00001,OERK,24.256935,47.108951,A319,narrow_body,2183,technical,858,WIMM,KNO,Kualanamu International Airport,Medan,Indonesia,3000,60,asphalt,RNAV,1,1,basic,1,basic,1,0,1,1,0,1,1,open,none,safe,civil,0,5994.467046,817,0,Rejected: unreachable (> 858.0 km),,,0,train
